driverId,truckId,eventTime,eventType,longitude,latitude,routeName,eventDate
17,86,58:54.6,Normal,-94.44,39.1,Springfield to KC Via Columbia,2016-06-02-20
20,47,58:54.9,Normal,-91.94,41.71,Peoria to Ceder Rapids,2016-06-02-20
22,24,58:54.7,Normal,-90.68,35.12, Saint Louis to Chicago Route2,2016-06-02-20
31,82,58:55.1,Normal,-94.35,38.33,Des Moines to Chicago Route 2,2016-06-02-20
32,84,58:55.2,Normal,-90.68,35.12,Joplin to Kansas City Route 2,2016-06-02-20
13,10,58:55.3,Normal,-91.59,41.7,Peoria to Ceder Rapids Route 2,2016-06-02-20
22,24,58:55.6,Normal,-90.37,35.21, Saint Louis to Chicago Route2,2016-06-02-20
20,47,58:55.8,Normal,-92.19,41.74,Peoria to Ceder Rapids,2016-06-02-20
23,93,58:55.7,Normal,-89.91,40.86,Memphis to Little Rock Route 2,2016-06-02-20
16,69,58:55.9,Normal,-89.91,40.86, Saint Louis to Chicago,2016-06-02-20
13,10,58:56.1,Normal,-91.94,41.71,Peoria to Ceder Rapids Route 2,2016-06-02-20
27,59,58:56.1,Normal,-94.44,39.1,Springfield to KC Via Columbia Route 2,2016-06-02-20
29,108,58:56.4,Normal,-94.88,35.47,Wichita to Little Rock Route 2,2016-06-02-20
14,15,58:56.8,Normal,-94.38,38.99,Memphis to Little Rock Route 2,2016-06-02-20
22,24,58:56.5,Normal,-90.04,35.19, Saint Louis to Chicago Route2,2016-06-02-20
32,84,58:56.8,Normal,-90.04,35.19,Joplin to Kansas City Route 2,2016-06-02-20
26,42,58:57.2,Normal,-92.48,37.8,Saint Louis to Tulsa Route2,2016-06-02-20
22,24,58:57.5,Normal,-90.04,35.19, Saint Louis to Chicago Route2,2016-06-02-20
30,41,58:57.8,Normal,-92.74,41.75,Saint Louis to Memphis,2016-06-02-20
24,102,58:57.2,Normal,-90.2,38.65,Peoria to Ceder Rapids Route 2,2016-06-02-20
15,48,58:57.6,Normal,-90.04,35.19,Joplin to Kansas City Route 2,2016-06-02-20
32,84,58:57.8,Normal,-90.04,35.19,Joplin to Kansas City Route 2,2016-06-02-20
30,41,59:05.6,Normal,-92.19,41.74,Saint Louis to Memphis,2016-06-02-20
31,82,59:05.9,Normal,-94.58,37.03,Des Moines to Chicago Route 2,2016-06-02-20
17,86,59:06.2,Normal,-92.38,38.98,Springfield to KC Via Columbia,2016-06-02-20
20,47,59:06.4,Normal,-91.94,41.71,Peoria to Ceder Rapids,2016-06-02-20
29,108,59:06.3,Normal,-92.25,34.75,Wichita to Little Rock Route 2,2016-06-02-20
11,19,59:06.7,Normal,-90.64,41.56,Des Moines to Chicago Route 2,2016-06-02-20
32,84,59:06.3,Normal,-92.31,34.78,Joplin to Kansas City Route 2,2016-06-02-20
31,82,59:06.7,Normal,-94.58,37.03,Des Moines to Chicago Route 2,2016-06-02-20
28,34,59:06.9,Normal,-94.15,39.77,Springfield to KC Via Hanibal Route 2,2016-06-02-20
21,21,59:07.0,Normal,-94.58,37.03,Saint Louis to Memphis Route2,2016-06-02-20
20,47,59:07.3,Normal,-91.59,41.7,Peoria to Ceder Rapids,2016-06-02-20
18,16,59:07.5,Normal,-94.24,39.63,Springfield to KC Via Hanibal,2016-06-02-20
13,10,59:07.7,Normal,-91.94,41.71,Peoria to Ceder Rapids Route 2,2016-06-02-20
21,21,59:07.7,Normal,-90.2,38.65,Saint Louis to Memphis Route2,2016-06-02-20
14,15,59:08.0,Normal,-90.29,40.96,Memphis to Little Rock Route 2,2016-06-02-20
32,84,59:08.1,Normal,-91.93,34.81,Joplin to Kansas City Route 2,2016-06-02-20
20,47,59:08.2,Normal,-91.24,41.67,Peoria to Ceder Rapids,2016-06-02-20
13,10,59:08.5,Normal,-91.59,41.7,Peoria to Ceder Rapids Route 2,2016-06-02-20
12,55,59:08.4,Normal,-90.24,38.0,Joplin to Kansas City,2016-06-02-20
26,42,59:08.7,Normal,-95.14,36.66,Saint Louis to Tulsa Route2,2016-06-02-20
14,15,59:08.8,Normal,-90.44,41.54,Memphis to Little Rock Route 2,2016-06-02-20
32,84,59:09.0,Normal,-91.74,34.89,Joplin to Kansas City Route 2,2016-06-02-20
19,109,59:09.3,Normal,-92.53,35.15,Wichita to Little Rock.kml,2016-06-02-20
31,82,59:09.4,Normal,-89.17,40.38,Des Moines to Chicago Route 2,2016-06-02-20
26,42,59:09.6,Normal,-95.35,36.47,Saint Louis to Tulsa Route2,2016-06-02-20
10,23,59:09.6,Normal,-95.14,36.66,Saint Louis to Tulsa,2016-06-02-20
14,15,59:09.8,Normal,-90.7,41.62,Memphis to Little Rock Route 2,2016-06-02-20
24,102,59:10.0,Normal,-91.74,34.89,Peoria to Ceder Rapids Route 2,2016-06-02-20
11,19,59:10.4,Normal,-89.29,41.85,Des Moines to Chicago Route 2,2016-06-02-20
22,24,59:10.0,Normal,-91.38,34.83, Saint Louis to Chicago Route2,2016-06-02-20
12,55,59:10.2,Normal,-90.15,38.62,Joplin to Kansas City,2016-06-02-20
25,53,59:10.6,Normal,-90.35,38.43,Des Moines to Chicago.kml,2016-06-02-20
21,21,59:10.4,Normal,-89.17,40.38,Saint Louis to Memphis Route2,2016-06-02-20
22,24,59:11.0,Normal,-91.14,34.96, Saint Louis to Chicago Route2,2016-06-02-20
14,15,59:10.6,Normal,-91.05,41.72,Memphis to Little Rock Route 2,2016-06-02-20
30,41,59:11.1,Normal,-90.2,41.59,Saint Louis to Memphis,2016-06-02-20
23,93,59:11.2,Normal,-90.7,41.62,Memphis to Little Rock Route 2,2016-06-02-20
17,86,59:11.3,Normal,-91.19,38.83,Springfield to KC Via Columbia,2016-06-02-20
16,69,59:11.6,Normal,-90.44,41.54, Saint Louis to Chicago,2016-06-02-20
14,15,59:11.6,Normal,-91.32,41.71,Memphis to Little Rock Route 2,2016-06-02-20
20,47,59:11.9,Normal,-89.88,41.77,Peoria to Ceder Rapids,2016-06-02-20
29,108,59:12.2,Normal,-93.92,35.53,Wichita to Little Rock Route 2,2016-06-02-20
31,82,59:12.1,Normal,-88.07,41.48,Des Moines to Chicago Route 2,2016-06-02-20
24,102,59:12.6,Normal,-90.94,35.03,Peoria to Ceder Rapids Route 2,2016-06-02-20
26,42,59:12.2,Normal,-95.76,36.18,Saint Louis to Tulsa Route2,2016-06-02-20
19,109,59:12.9,Normal,-93.61,35.51,Wichita to Little Rock.kml,2016-06-02-20
15,48,59:13.1,Normal,-90.68,35.12,Joplin to Kansas City Route 2,2016-06-02-20
18,16,59:12.7,Normal,-94.42,39.27,Springfield to KC Via Hanibal,2016-06-02-20
23,93,59:13.0,Normal,-90.29,40.96,Memphis to Little Rock Route 2,2016-06-02-20
19,109,59:18.0,Normal,-95.3,35.64,Wichita to Little Rock.kml,2016-06-02-20
27,59,59:13.3,Normal,-91.1,38.83,Springfield to KC Via Columbia Route 2,2016-06-02-20
28,34,59:18.2,Normal,-94.15,39.77,Springfield to KC Via Hanibal Route 2,2016-06-02-20
11,19,59:18.1,Normal,-88.41,42.11,Des Moines to Chicago Route 2,2016-06-02-20
16,69,59:18.5,Normal,-90.44,41.54, Saint Louis to Chicago,2016-06-02-20
10,23,59:18.7,Normal,-95.35,36.47,Saint Louis to Tulsa,2016-06-02-20
24,102,59:18.6,Normal,-90.94,35.03,Peoria to Ceder Rapids Route 2,2016-06-02-20
23,93,59:19.1,Normal,-89.71,37.47,Memphis to Little Rock Route 2,2016-06-02-20
15,48,59:19.2,Normal,-90.7,41.62,Joplin to Kansas City Route 2,2016-06-02-20
29,108,59:19.0,Normal,-95.76,36.08,Wichita to Little Rock Route 2,2016-06-02-20
30,41,59:19.7,Normal,-87.66,41.89,Saint Louis to Memphis,2016-06-02-20
28,34,59:19.9,Normal,-93.6,39.77,Springfield to KC Via Hanibal Route 2,2016-06-02-20
26,42,59:19.2,Normal,-95.01,36.73,Saint Louis to Tulsa Route2,2016-06-02-20
21,21,59:19.6,Normal,-89.74,39.1,Saint Louis to Memphis Route2,2016-06-02-20
20,47,59:20.1,Normal,-87.66,41.89,Peoria to Ceder Rapids,2016-06-02-20
11,19,59:19.9,Normal,-88.96,42.25,Des Moines to Chicago Route 2,2016-06-02-20
26,42,59:20.0,Normal,-94.83,36.84,Saint Louis to Tulsa Route2,2016-06-02-20
23,93,59:20.7,Normal,-89.54,36.84,Memphis to Little Rock Route 2,2016-06-02-20
29,108,59:20.8,Normal,-96.21,36.19,Wichita to Little Rock Route 2,2016-06-02-20
25,53,59:21.0,Normal,-90.24,35.35,Des Moines to Chicago.kml,2016-06-02-20
30,41,59:20.6,Normal,-88.02,42.04,Saint Louis to Memphis,2016-06-02-20
10,23,59:20.7,Normal,-95.01,36.73,Saint Louis to Tulsa,2016-06-02-20
13,10,59:21.2,Normal,-87.66,41.89,Peoria to Ceder Rapids Route 2,2016-06-02-20
10,23,59:21.5,Normal,-94.83,36.84,Saint Louis to Tulsa,2016-06-02-20
23,93,59:21.5,Normal,-89.65,36.37,Memphis to Little Rock Route 2,2016-06-02-20
15,48,59:21.7,Normal,-91.47,41.74,Joplin to Kansas City Route 2,2016-06-02-20
32,84,59:25.6,Normal,-91.47,41.74,Joplin to Kansas City Route 2,2016-06-02-20
23,93,59:25.7,Normal,-90.07,35.1,Memphis to Little Rock Route 2,2016-06-02-20
24,102,59:25.9,Normal,-92.09,34.8,Peoria to Ceder Rapids Route 2,2016-06-02-20
20,47,59:26.0,Normal,-89.6,41.76,Peoria to Ceder Rapids,2016-06-02-20
31,82,59:26.3,Normal,-88.07,41.48,Des Moines to Chicago Route 2,2016-06-02-20
21,21,59:26.6,Normal,-88.07,41.48,Saint Louis to Memphis Route2,2016-06-02-20
13,10,59:26.6,Normal,-89.29,41.85,Peoria to Ceder Rapids Route 2,2016-06-02-20
18,16,59:27.1,Normal,-91.59,39.68,Springfield to KC Via Hanibal,2016-06-02-20
17,86,59:27.5,Normal,-91.74,38.94,Springfield to KC Via Columbia,2016-06-02-20
16,69,59:27.5,Normal,-91.32,41.71, Saint Louis to Chicago,2016-06-02-20
23,93,59:26.5,Normal,-90.24,35.35,Memphis to Little Rock Route 2,2016-06-02-20
19,109,59:26.6,Normal,-97.35,36.4,Wichita to Little Rock.kml,2016-06-02-20
15,48,59:28.2,Normal,-91.05,41.72,Joplin to Kansas City Route 2,2016-06-02-20
26,42,59:28.2,Normal,-92.74,37.6,Saint Louis to Tulsa Route2,2016-06-02-20
20,47,59:28.6,Normal,-90.64,41.56,Peoria to Ceder Rapids,2016-06-02-20
27,59,59:29.0,Normal,-92.03,38.97,Springfield to KC Via Columbia Route 2,2016-06-02-20
14,15,59:29.1,Normal,-91.32,41.71,Memphis to Little Rock Route 2,2016-06-02-20
25,53,59:27.0,Normal,-89.54,36.84,Des Moines to Chicago.kml,2016-06-02-20
21,21,59:27.5,Normal,-87.67,41.87,Saint Louis to Memphis Route2,2016-06-02-20
30,41,59:27.8,Normal,-90.2,41.59,Saint Louis to Memphis,2016-06-02-20
27,59,59:28.0,Normal,-91.74,38.94,Springfield to KC Via Columbia Route 2,2016-06-02-20
11,19,59:28.3,Normal,-91.94,41.71,Des Moines to Chicago Route 2,2016-06-02-20
10,23,59:28.7,Normal,-92.89,37.51,Saint Louis to Tulsa,2016-06-02-20
24,102,59:29.1,Normal,-91.14,34.96,Peoria to Ceder Rapids Route 2,2016-06-02-20
13,10,59:29.3,Normal,-90.2,41.59,Peoria to Ceder Rapids Route 2,2016-06-02-20
10,43,38:50.8,Normal,-92.61,37.7,Saint Louis to Tulsa,2016-06-02-20
11,39,38:50.6,Normal,-93.58,41.62,Des Moines to Chicago.kml,2016-06-02-20
31,86,38:51.2,Normal,-94.31,37.31,Joplin to Kansas City Route 2,2016-06-02-20
27,60,38:51.3,Normal,-92.03,38.97,Springfield to KC Via Columbia Route 2,2016-06-02-20
14,56,38:51.6,Normal,-94.37,38.0,Joplin to Kansas City,2016-06-02-20
23,44,38:51.4,Normal,-92.31,34.78,Memphis to Little Rock,2016-06-02-20
10,43,38:51.8,Normal,-92.48,37.8,Saint Louis to Tulsa,2016-06-02-20
16,71,38:52.5,Normal,-91.63,41.72,Peoria to Ceder Rapids Route 2,2016-06-02-20
31,86,38:52.1,Normal,-94.3,37.66,Joplin to Kansas City Route 2,2016-06-02-20
31,86,38:52.9,Normal,-94.37,38.0,Joplin to Kansas City Route 2,2016-06-02-20
28,90,38:53.4,Normal,-90.37,39.71,Springfield to KC Via Hanibal Route 2,2016-06-02-20
31,86,38:53.8,Normal,-94.35,38.33,Joplin to Kansas City Route 2,2016-06-02-20
23,93,57:48.0,Normal,-89.52,40.7,Memphis to Little Rock Route 2,2016-06-02-20
29,108,57:48.1,Normal,-97.36,37.69,Wichita to Little Rock Route 2,2016-06-02-20
31,82,57:48.1,Normal,-94.58,37.03,Des Moines to Chicago Route 2,2016-06-02-20
27,59,57:48.1,Normal,-90.21,38.65,Springfield to KC Via Columbia Route 2,2016-06-02-20
30,41,57:48.2,Normal,-93.58,41.62,Saint Louis to Memphis,2016-06-02-20
22,24,57:48.9,Normal,-90.37,35.21, Saint Louis to Chicago Route2,2016-06-02-20
23,93,57:49.0,Normal,-89.91,40.86,Memphis to Little Rock Route 2,2016-06-02-20
12,55,57:49.7,Normal,-90.24,38.0,Joplin to Kansas City,2016-06-02-20
13,10,57:49.8,Normal,-93.04,41.71,Peoria to Ceder Rapids Route 2,2016-06-02-20
13,10,57:48.9,Normal,-93.36,41.69,Peoria to Ceder Rapids Route 2,2016-06-02-20
28,34,57:48.9,Normal,-89.78,39.77,Springfield to KC Via Hanibal Route 2,2016-06-02-20
21,21,57:49.0,Normal,-94.46,37.16,Saint Louis to Memphis Route2,2016-06-02-20
10,23,57:49.1,Normal,-90.34,38.58,Saint Louis to Tulsa,2016-06-02-20
20,47,57:49.8,Normal,-93.04,41.71,Peoria to Ceder Rapids,2016-06-02-20
15,48,57:49.9,Normal,-90.68,35.12,Joplin to Kansas City Route 2,2016-06-02-20
19,109,57:50.0,Normal,-97.32,37.27,Wichita to Little Rock.kml,2016-06-02-20
31,82,57:49.9,Normal,-94.31,37.31,Des Moines to Chicago Route 2,2016-06-02-20
26,42,57:50.5,Normal,-90.69,38.5,Saint Louis to Tulsa Route2,2016-06-02-20
16,69,57:50.8,Normal,-90.44,41.54, Saint Louis to Chicago,2016-06-02-20
21,21,57:50.7,Normal,-94.3,37.66,Saint Louis to Memphis Route2,2016-06-02-20
32,84,57:50.8,Normal,-90.94,35.03,Joplin to Kansas City Route 2,2016-06-02-20
29,108,57:51.3,Normal,-97.37,36.91,Wichita to Little Rock Route 2,2016-06-02-20
27,59,57:50.9,Normal,-90.67,38.82,Springfield to KC Via Columbia Route 2,2016-06-02-20
20,47,57:51.4,Normal,-92.4,41.78,Peoria to Ceder Rapids,2016-06-02-20
31,82,57:51.7,Normal,-94.37,38.0,Des Moines to Chicago Route 2,2016-06-02-20
17,86,57:51.3,Normal,-90.79,38.83,Springfield to KC Via Columbia,2016-06-02-20
23,93,57:51.4,Normal,-90.7,41.62,Memphis to Little Rock Route 2,2016-06-02-20
22,24,57:52.1,Normal,-91.38,34.83, Saint Louis to Chicago Route2,2016-06-02-20
10,23,57:52.5,Normal,-91.07,38.31,Saint Louis to Tulsa,2016-06-02-20
11,19,57:51.8,Normal,-88.77,40.76,Des Moines to Chicago Route 2,2016-06-02-20
12,55,57:52.1,Normal,-89.56,37.2,Joplin to Kansas City,2016-06-02-20
27,59,57:52.8,Normal,-90.93,38.82,Springfield to KC Via Columbia Route 2,2016-06-02-20
28,34,57:52.5,Normal,-90.24,39.72,Springfield to KC Via Hanibal Route 2,2016-06-02-20
15,48,57:52.6,Normal,-91.38,34.83,Joplin to Kansas City Route 2,2016-06-02-20
29,108,57:53.1,Normal,-97.34,36.63,Wichita to Little Rock Route 2,2016-06-02-20
24,102,57:53.0,Normal,-88.07,41.48,Peoria to Ceder Rapids Route 2,2016-06-02-20
13,10,57:53.3,Normal,-91.94,41.71,Peoria to Ceder Rapids Route 2,2016-06-02-20
31,82,57:53.4,Normal,-94.38,38.67,Des Moines to Chicago Route 2,2016-06-02-20
19,109,58:20.4,Normal,-93.61,35.51,Wichita to Little Rock.kml,2016-06-02-20
16,69,58:20.5,Normal,-90.29,40.96, Saint Louis to Chicago,2016-06-02-20
22,24,58:20.8,Normal,-90.37,35.21, Saint Louis to Chicago Route2,2016-06-02-20
12,55,58:20.9,Normal,-89.8,35.94,Joplin to Kansas City,2016-06-02-20
10,23,58:21.0,Normal,-95.35,36.47,Saint Louis to Tulsa,2016-06-02-20
17,86,58:21.2,Normal,-92.22,38.96,Springfield to KC Via Columbia,2016-06-02-20
20,47,58:21.5,Normal,-92.74,41.75,Peoria to Ceder Rapids,2016-06-02-20
18,16,58:21.9,Normal,-93.93,39.76,Springfield to KC Via Hanibal,2016-06-02-20
30,41,58:22.0,Normal,-93.04,41.71,Saint Louis to Memphis,2016-06-02-20
29,108,58:21.0,Normal,-94.22,35.5,Wichita to Little Rock Route 2,2016-06-02-20
20,47,58:22.4,Normal,-93.04,41.71,Peoria to Ceder Rapids,2016-06-02-20
30,41,58:21.2,Normal,-92.74,41.75,Saint Louis to Memphis,2016-06-02-20
30,41,58:22.8,Normal,-93.36,41.69,Saint Louis to Memphis,2016-06-02-20
32,84,58:23.1,Normal,-90.04,35.19,Joplin to Kansas City Route 2,2016-06-02-20
29,108,58:21.8,Normal,-94.57,35.37,Wichita to Little Rock Route 2,2016-06-02-20
26,42,58:21.9,Normal,-95.01,36.73,Saint Louis to Tulsa Route2,2016-06-02-20
26,42,58:23.6,Normal,-94.54,37.02,Saint Louis to Tulsa Route2,2016-06-02-20
27,59,58:22.1,Normal,-92.38,38.98,Springfield to KC Via Columbia Route 2,2016-06-02-20
30,41,58:23.6,Normal,-93.58,41.62,Saint Louis to Memphis,2016-06-02-20
31,82,58:22.6,Normal,-94.37,38.0,Des Moines to Chicago Route 2,2016-06-02-20
14,15,58:22.8,Normal,-94.37,38.0,Memphis to Little Rock Route 2,2016-06-02-20
20,47,58:23.3,Normal,-93.36,41.69,Peoria to Ceder Rapids,2016-06-02-20
24,102,58:23.4,Normal,-88.07,41.48,Peoria to Ceder Rapids Route 2,2016-06-02-20
25,53,58:23.8,Normal,-89.54,36.84,Des Moines to Chicago.kml,2016-06-02-20
21,21,58:24.0,Normal,-94.35,38.33,Saint Louis to Memphis Route2,2016-06-02-20
29,108,58:24.2,Normal,-95.3,35.64,Wichita to Little Rock Route 2,2016-06-02-20
12,55,58:24.5,Normal,-89.71,37.47,Joplin to Kansas City,2016-06-02-20
14,15,58:24.5,Normal,-94.38,38.67,Memphis to Little Rock Route 2,2016-06-02-20
11,19,58:24.5,Normal,-88.07,41.48,Des Moines to Chicago Route 2,2016-06-02-20
25,53,58:24.5,Normal,-89.56,37.2,Des Moines to Chicago.kml,2016-06-02-20
20,47,58:25.0,Normal,-93.58,41.62,Peoria to Ceder Rapids,2016-06-02-20
15,48,58:25.1,Normal,-90.68,35.12,Joplin to Kansas City Route 2,2016-06-02-20
18,16,58:25.3,Normal,-92.94,39.77,Springfield to KC Via Hanibal,2016-06-02-20
19,109,58:25.6,Normal,-95.3,35.64,Wichita to Little Rock.kml,2016-06-02-20
26,42,58:25.3,Normal,-93.96,37.08,Saint Louis to Tulsa Route2,2016-06-02-20
10,23,58:26.0,Normal,-93.96,37.08,Saint Louis to Tulsa,2016-06-02-20
32,84,58:25.6,Normal,-90.94,35.03,Joplin to Kansas City Route 2,2016-06-02-20
12,55,58:26.2,Normal,-90.24,38.0,Joplin to Kansas City,2016-06-02-20
29,108,58:26.0,Normal,-95.56,35.97,Wichita to Little Rock Route 2,2016-06-02-20
16,69,58:26.6,Normal,-90.7,41.62, Saint Louis to Chicago,2016-06-02-20
15,48,58:26.9,Normal,-91.14,34.96,Joplin to Kansas City Route 2,2016-06-02-20
10,23,58:27.0,Normal,-93.69,37.16,Saint Louis to Tulsa,2016-06-02-20
13,10,58:26.2,Normal,-93.36,41.69,Peoria to Ceder Rapids Route 2,2016-06-02-20
25,53,58:26.4,Normal,-90.0,37.72,Des Moines to Chicago.kml,2016-06-02-20
32,84,58:27.3,Normal,-91.38,34.83,Joplin to Kansas City Route 2,2016-06-02-20
27,59,58:26.7,Normal,-91.33,38.87,Springfield to KC Via Columbia Route 2,2016-06-02-20
31,82,58:27.1,Normal,-94.59,39.1,Des Moines to Chicago Route 2,2016-06-02-20
16,69,58:27.4,Normal,-91.05,41.72, Saint Louis to Chicago,2016-06-02-20
28,34,58:27.6,Normal,-92.57,39.77,Springfield to KC Via Hanibal Route 2,2016-06-02-20
15,48,58:27.8,Normal,-91.38,34.83,Joplin to Kansas City Route 2,2016-06-02-20
12,55,58:27.9,Normal,-90.15,38.62,Joplin to Kansas City,2016-06-02-20
11,19,58:28.1,Normal,-89.63,39.84,Des Moines to Chicago Route 2,2016-06-02-20
16,69,58:28.4,Normal,-91.32,41.71, Saint Louis to Chicago,2016-06-02-20
25,53,58:28.4,Normal,-90.35,38.43,Des Moines to Chicago.kml,2016-06-02-20
10,23,58:28.7,Normal,-93.14,37.26,Saint Louis to Tulsa,2016-06-02-20
12,55,58:28.8,Normal,-90.15,38.62,Joplin to Kansas City,2016-06-02-20
29,108,58:28.7,Normal,-96.21,36.19,Wichita to Little Rock Route 2,2016-06-02-20
11,19,58:28.9,Normal,-89.74,39.1,Des Moines to Chicago Route 2,2016-06-02-20
21,21,58:29.2,Normal,-94.38,38.67,Saint Louis to Memphis Route2,2016-06-02-20
10,23,58:29.5,Normal,-92.99,37.34,Saint Louis to Tulsa,2016-06-02-20
26,42,58:29.4,Normal,-92.89,37.51,Saint Louis to Tulsa Route2,2016-06-02-20
14,15,58:29.6,Normal,-94.35,38.33,Memphis to Little Rock Route 2,2016-06-02-20
13,10,58:29.6,Normal,-92.19,41.74,Peoria to Ceder Rapids Route 2,2016-06-02-20
32,84,58:29.8,Normal,-92.09,34.8,Joplin to Kansas City Route 2,2016-06-02-20
25,53,58:30.1,Normal,-90.15,38.62,Des Moines to Chicago.kml,2016-06-02-20
29,108,58:30.4,Normal,-96.68,36.2,Wichita to Little Rock Route 2,2016-06-02-20
19,109,58:30.8,Normal,-96.44,36.23,Wichita to Little Rock.kml,2016-06-02-20
27,59,58:31.0,Normal,-90.67,38.82,Springfield to KC Via Columbia Route 2,2016-06-02-20
23,93,58:30.2,Normal,-91.78,42.23,Memphis to Little Rock Route 2,2016-06-02-20
18,16,58:30.4,Normal,-91.8,39.67,Springfield to KC Via Hanibal,2016-06-02-20
22,24,58:30.7,Normal,-92.31,34.78, Saint Louis to Chicago Route2,2016-06-02-20
26,42,58:31.1,Normal,-92.61,37.7,Saint Louis to Tulsa Route2,2016-06-02-20
13,10,58:31.5,Normal,-91.59,41.7,Peoria to Ceder Rapids Route 2,2016-06-02-20
26,42,58:35.3,Normal,-91.69,37.99,Saint Louis to Tulsa Route2,2016-06-02-20
24,102,58:35.6,Normal,-87.67,41.87,Peoria to Ceder Rapids Route 2,2016-06-02-20
23,93,58:35.5,Normal,-90.7,41.62,Memphis to Little Rock Route 2,2016-06-02-20
12,55,58:35.8,Normal,-89.8,35.94,Joplin to Kansas City,2016-06-02-20
10,23,58:35.8,Normal,-91.99,37.94,Saint Louis to Tulsa,2016-06-02-20
20,47,58:36.2,Normal,-89.6,41.76,Peoria to Ceder Rapids,2016-06-02-20
30,41,58:36.1,Normal,-89.6,41.76,Saint Louis to Memphis,2016-06-02-20
23,93,58:36.5,Normal,-90.44,41.54,Memphis to Little Rock Route 2,2016-06-02-20
24,102,58:36.6,Normal,-87.67,41.87,Peoria to Ceder Rapids Route 2,2016-06-02-20
21,21,58:37.0,Normal,-94.31,37.31,Saint Louis to Memphis Route2,2016-06-02-20
22,24,58:36.6,Normal,-90.94,35.03, Saint Louis to Chicago Route2,2016-06-02-20
19,109,58:36.7,Normal,-97.37,36.91,Wichita to Little Rock.kml,2016-06-02-20
22,24,58:37.3,Normal,-90.68,35.12, Saint Louis to Chicago Route2,2016-06-02-20
11,19,58:37.6,Normal,-87.67,41.87,Des Moines to Chicago Route 2,2016-06-02-20
17,86,58:37.1,Normal,-90.93,38.82,Springfield to KC Via Columbia,2016-06-02-20
28,34,58:37.2,Normal,-90.52,39.71,Springfield to KC Via Hanibal Route 2,2016-06-02-20
31,82,58:37.9,Normal,-94.3,37.66,Des Moines to Chicago Route 2,2016-06-02-20
23,93,58:37.5,Normal,-90.29,40.96,Memphis to Little Rock Route 2,2016-06-02-20
21,21,58:38.0,Normal,-94.3,37.66,Saint Louis to Memphis Route2,2016-06-02-20
12,55,58:38.3,Normal,-90.07,35.1,Joplin to Kansas City,2016-06-02-20
24,102,58:38.3,Normal,-88.42,41.11,Peoria to Ceder Rapids Route 2,2016-06-02-20
29,108,58:38.5,Normal,-97.32,37.48,Wichita to Little Rock Route 2,2016-06-02-20
20,47,58:38.7,Normal,-88.96,42.25,Peoria to Ceder Rapids,2016-06-02-20
16,69,58:38.9,Normal,-89.91,40.86, Saint Louis to Chicago,2016-06-02-20
15,48,58:39.2,Normal,-90.37,35.21,Joplin to Kansas City Route 2,2016-06-02-20
17,86,58:38.9,Normal,-91.19,38.83,Springfield to KC Via Columbia,2016-06-02-20
18,16,58:39.4,Normal,-90.24,39.72,Springfield to KC Via Hanibal,2016-06-02-20
19,109,58:39.2,Normal,-97.32,37.48,Wichita to Little Rock.kml,2016-06-02-20
10,23,58:39.3,Normal,-91.3,38.14,Saint Louis to Tulsa,2016-06-02-20
17,86,58:39.8,Normal,-91.33,38.87,Springfield to KC Via Columbia,2016-06-02-20
31,82,58:39.8,Normal,-94.35,38.33,Des Moines to Chicago Route 2,2016-06-02-20
12,55,58:40.1,Normal,-90.24,35.35,Joplin to Kansas City,2016-06-02-20
30,41,58:40.4,Normal,-88.41,42.11,Saint Louis to Memphis,2016-06-02-20
24,102,58:40.0,Normal,-89.17,40.38,Peoria to Ceder Rapids Route 2,2016-06-02-20
19,109,58:40.9,Normal,-97.36,37.69,Wichita to Little Rock.kml,2016-06-02-20
25,53,58:41.0,Normal,-90.07,35.1,Des Moines to Chicago.kml,2016-06-02-20
21,21,58:40.5,Normal,-94.38,38.67,Saint Louis to Memphis Route2,2016-06-02-20
12,55,58:40.9,Normal,-90.07,35.68,Joplin to Kansas City,2016-06-02-20
11,19,58:40.9,Normal,-89.17,40.38,Des Moines to Chicago Route 2,2016-06-02-20
27,59,58:41.4,Normal,-91.33,38.87,Springfield to KC Via Columbia Route 2,2016-06-02-20
17,86,58:41.7,Normal,-91.74,38.94,Springfield to KC Via Columbia,2016-06-02-20
21,21,58:41.5,Normal,-94.38,38.99,Saint Louis to Memphis Route2,2016-06-02-20
28,34,58:41.6,Normal,-89.96,39.74,Springfield to KC Via Hanibal Route 2,2016-06-02-20
18,16,58:42.0,Normal,-89.78,39.77,Springfield to KC Via Hanibal,2016-06-02-20
30,41,58:42.1,Normal,-87.66,41.89,Saint Louis to Memphis,2016-06-02-20
17,86,58:42.5,Normal,-92.03,38.97,Springfield to KC Via Columbia,2016-06-02-20
29,108,58:42.0,Normal,-97.32,37.27,Wichita to Little Rock Route 2,2016-06-02-20
26,42,58:42.1,Normal,-90.53,38.51,Saint Louis to Tulsa Route2,2016-06-02-20
22,24,58:42.6,Normal,-90.94,35.03, Saint Louis to Chicago Route2,2016-06-02-20
13,10,58:46.5,Normal,-88.64,42.21,Peoria to Ceder Rapids Route 2,2016-06-02-20
25,53,58:47.1,Normal,-89.71,37.47,Des Moines to Chicago.kml,2016-06-02-20
12,55,58:47.1,Normal,-90.24,38.0,Joplin to Kansas City,2016-06-02-20
26,42,58:46.5,Normal,-90.53,38.51,Saint Louis to Tulsa Route2,2016-06-02-20
